code,name,name_official,name_clean,level,level_num,is_leaf,parent_code,major_code,middle_code,minor_code,detail_code,subdetail_code,major_name,middle_name,minor_name,detail_name,subdetail_name,major_name_filled,path_codes,path_names,kapp_industry_tag,industry_label_ko,diagnostic_unit,is_demo_target,context_level,excluded_flag,ncs_unit_code,ksco_code,keco_code,onet_soc_code,wage_survey_code,benchmark_group,benchmark_avg_K,benchmark_avg_A,benchmark_avg_P1,benchmark_avg_P2,benchmark_p10_total,key_skills,skill_industry_avg,career_path_mid,career_path_far
46103,"섬유, 의복, 신발 및 가죽제품 중개업","섬유, 의복, 신발 및 가죽제품 중개업","섬유, 의복, 신발 및 가죽제품 중개업",subdetail,5,True,4610,4,46.0,461.0,4610.0,46103.0,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,"섬유, 의복, 신발 및 가죽제품 중개업",도매 및 소매업,4/46/461/4610/46103," / 도매 및 상품 중개업 / 상품 중개업 / 상품 중개업 / 섬유, 의복, 신발 및 가죽제품 중개업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46104,목재 및 건축자재 중개업,목재 및 건축자재 중개업,목재 및 건축자재 중개업,subdetail,5,True,4610,4,46.0,461.0,4610.0,46104.0,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,목재 및 건축자재 중개업,도매 및 소매업,4/46/461/4610/46104, / 도매 및 상품 중개업 / 상품 중개업 / 상품 중개업 / 목재 및 건축자재 중개업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업","연료, 광물, 1차 금속, 비료 및 화학제품 중개업","연료, 광물, 1차 금속, 비료 및 화학제품 중개업",subdetail,5,True,4610,4,46.0,461.0,4610.0,46105.0,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업",도매 및 소매업,4/46/461/4610/46105," / 도매 및 상품 중개업 / 상품 중개업 / 상품 중개업 / 연료, 광물, 1차 금속, 비료 및 화학제품 중개업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46106,기계 및 장비 중개업,기계 및 장비 중개업,기계 및 장비 중개업,subdetail,5,True,4610,4,46.0,461.0,4610.0,46106.0,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,기계 및 장비 중개업,도매 및 소매업,4/46/461/4610/46106, / 도매 및 상품 중개업 / 상품 중개업 / 상품 중개업 / 기계 및 장비 중개업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46107,그 외 기타 특정 상품 중개업,그 외 기타 특정 상품 중개업,그 외 기타 특정 상품 중개업,subdetail,5,True,4610,4,46.0,461.0,4610.0,46107.0,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,그 외 기타 특정 상품 중개업,도매 및 소매업,4/46/461/4610/46107, / 도매 및 상품 중개업 / 상품 중개업 / 상품 중개업 / 그 외 기타 특정 상품 중개업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46109,상품 종합 중개업,상품 종합 중개업,상품 종합 중개업,subdetail,5,True,4610,4,46.0,461.0,4610.0,46109.0,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,상품 종합 중개업,도매 및 소매업,4/46/461/4610/46109, / 도매 및 상품 중개업 / 상품 중개업 / 상품 중개업 / 상품 종합 중개업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46201,곡물 및 유지작물 도매업,곡물 및 유지작물 도매업,곡물 및 유지작물 도매업,subdetail,5,True,4620,4,46.0,462.0,4620.0,46201.0,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,곡물 및 유지작물 도매업,도매 및 소매업,4/46/462/4620/46201, / 도매 및 상품 중개업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 곡물 및 유지작물 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46202,종자 및 묘목 도매업,종자 및 묘목 도매업,종자 및 묘목 도매업,subdetail,5,True,4620,4,46.0,462.0,4620.0,46202.0,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,종자 및 묘목 도매업,도매 및 소매업,4/46/462/4620/46202, / 도매 및 상품 중개업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 종자 및 묘목 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46203,사료 도매업,사료 도매업,사료 도매업,subdetail,5,True,4620,4,46.0,462.0,4620.0,46203.0,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,사료 도매업,도매 및 소매업,4/46/462/4620/46203, / 도매 및 상품 중개업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 사료 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46204,화훼류 및 식물 도매업,화훼류 및 식물 도매업,화훼류 및 식물 도매업,subdetail,5,True,4620,4,46.0,462.0,4620.0,46204.0,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,도매 및 소매업,4/46/462/4620/46204, / 도매 및 상품 중개업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 화훼류 및 식물 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46205,육지 동물 및 반려 동물 도매업,육지 동물 및 반려 동물 도매업,육지 동물 및 반려 동물 도매업,subdetail,5,True,4620,4,46.0,462.0,4620.0,46205.0,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 반려 동물 도매업,도매 및 소매업,4/46/462/4620/46205, / 도매 및 상품 중개업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 육지 동물 및 반려 동물 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46209,기타 산업용 농산물 도매업,기타 산업용 농산물 도매업,기타 산업용 농산물 도매업,subdetail,5,True,4620,4,46.0,462.0,4620.0,46209.0,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,도매 및 소매업,4/46/462/4620/46209, / 도매 및 상품 중개업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 산업용 농ㆍ축산물 및 동ㆍ식물 도매업 / 기타 산업용 농산물 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46311,과실류 도매업,과실류 도매업,과실류 도매업,subdetail,5,True,4631,4,46.0,463.0,4631.0,46311.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,과실류 도매업,도매 및 소매업,4/46/463/4631/46311, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 신선 식품 및 단순 가공 식품 도매업 / 과실류 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46312,"채소류, 서류 및 향신작물류 도매업","채소류, 서류 및 향신작물류 도매업","채소류, 서류 및 향신작물류 도매업",subdetail,5,True,4631,4,46.0,463.0,4631.0,46312.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,"채소류, 서류 및 향신작물류 도매업",도매 및 소매업,4/46/463/4631/46312," / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 신선 식품 및 단순 가공 식품 도매업 / 채소류, 서류 및 향신작물류 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46313,육류 도매업,육류 도매업,육류 도매업,subdetail,5,True,4631,4,46.0,463.0,4631.0,46313.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,육류 도매업,도매 및 소매업,4/46/463/4631/46313, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 신선 식품 및 단순 가공 식품 도매업 / 육류 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46314,건어물 및 젓갈류 도매업,건어물 및 젓갈류 도매업,건어물 및 젓갈류 도매업,subdetail,5,True,4631,4,46.0,463.0,4631.0,46314.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,건어물 및 젓갈류 도매업,도매 및 소매업,4/46/463/4631/46314, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 신선 식품 및 단순 가공 식품 도매업 / 건어물 및 젓갈류 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46315,"신선, 냉동 및 기타 수산물 도매업","신선, 냉동 및 기타 수산물 도매업","신선, 냉동 및 기타 수산물 도매업",subdetail,5,True,4631,4,46.0,463.0,4631.0,46315.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",도매 및 소매업,4/46/463/4631/46315," / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 신선 식품 및 단순 가공 식품 도매업 / 신선, 냉동 및 기타 수산물 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46319,기타 신선식품 및 단순 가공식품 도매업,기타 신선식품 및 단순 가공식품 도매업,기타 신선식품 및 단순 가공식품 도매업,subdetail,5,True,4631,4,46.0,463.0,4631.0,46319.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,기타 신선식품 및 단순 가공식품 도매업,도매 및 소매업,4/46/463/4631/46319, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 신선 식품 및 단순 가공 식품 도매업 / 기타 신선식품 및 단순 가공식품 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46321,육류 가공식품 도매업,육류 가공식품 도매업,육류 가공식품 도매업,subdetail,5,True,4632,4,46.0,463.0,4632.0,46321.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,육류 가공식품 도매업,도매 및 소매업,4/46/463/4632/46321, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 육류 가공식품 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46322,수산물 가공식품 도매업,수산물 가공식품 도매업,수산물 가공식품 도매업,subdetail,5,True,4632,4,46.0,463.0,4632.0,46322.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,수산물 가공식품 도매업,도매 및 소매업,4/46/463/4632/46322, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 수산물 가공식품 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46323,"빵류, 과자류, 당류, 초콜릿 도매업","빵류, 과자류, 당류, 초콜릿 도매업","빵류, 과자류, 당류, 초콜릿 도매업",subdetail,5,True,4632,4,46.0,463.0,4632.0,46323.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",도매 및 소매업,4/46/463/4632/46323," / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 빵류, 과자류, 당류, 초콜릿 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46324,낙농품 및 동ㆍ식물성 유지 도매업,낙농품 및 동ㆍ식물성 유지 도매업,낙농품 및 동ㆍ식물성 유지 도매업,subdetail,5,True,4632,4,46.0,463.0,4632.0,46324.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,도매 및 소매업,4/46/463/4632/46324, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 낙농품 및 동ㆍ식물성 유지 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46325,커피 및 차류 도매업,커피 및 차류 도매업,커피 및 차류 도매업,subdetail,5,True,4632,4,46.0,463.0,4632.0,46325.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,커피 및 차류 도매업,도매 및 소매업,4/46/463/4632/46325, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 커피 및 차류 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46326,조미료 도매업,조미료 도매업,조미료 도매업,subdetail,5,True,4632,4,46.0,463.0,4632.0,46326.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,조미료 도매업,도매 및 소매업,4/46/463/4632/46326, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 조미료 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46329,기타 가공식품 도매업,기타 가공식품 도매업,기타 가공식품 도매업,subdetail,5,True,4632,4,46.0,463.0,4632.0,46329.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,기타 가공식품 도매업,도매 및 소매업,4/46/463/4632/46329, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 가공식품 도매업 / 기타 가공식품 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46331,주류 도매업,주류 도매업,주류 도매업,subdetail,5,True,4633,4,46.0,463.0,4633.0,46331.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,음료 및 담배 도매업,주류 도매업,도매 및 소매업,4/46/463/4633/46331, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 음료 및 담배 도매업 / 주류 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46332,비알코올음료 도매업,비알코올음료 도매업,비알코올음료 도매업,subdetail,5,True,4633,4,46.0,463.0,4633.0,46332.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,음료 및 담배 도매업,비알코올음료 도매업,도매 및 소매업,4/46/463/4633/46332, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 음료 및 담배 도매업 / 비알코올음료 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46333,담배 도매업,담배 도매업,담배 도매업,subdetail,5,True,4633,4,46.0,463.0,4633.0,46333.0,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,음료 및 담배 도매업,담배 도매업,도매 및 소매업,4/46/463/4633/46333, / 도매 및 상품 중개업 / 음ㆍ식료품 및 담배 도매업 / 음료 및 담배 도매업 / 담배 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46411,생활용 섬유 및 실 도매업,생활용 섬유 및 실 도매업,생활용 섬유 및 실 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46411.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",생활용 섬유 및 실 도매업,도매 및 소매업,4/46/464/4641/46411," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 생활용 섬유 및 실 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46412,커튼 및 침구용품 도매업,커튼 및 침구용품 도매업,커튼 및 침구용품 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46412.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",커튼 및 침구용품 도매업,도매 및 소매업,4/46/464/4641/46412," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 커튼 및 침구용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46413,남녀용 겉옷 및 셔츠 도매업,남녀용 겉옷 및 셔츠 도매업,남녀용 겉옷 및 셔츠 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46413.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업,도매 및 소매업,4/46/464/4641/46413," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 남녀용 겉옷 및 셔츠 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46414,유아용 의류 도매업,유아용 의류 도매업,유아용 의류 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46414.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",유아용 의류 도매업,도매 및 소매업,4/46/464/4641/46414," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 유아용 의류 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46415,속옷 및 잠옷 도매업,속옷 및 잠옷 도매업,속옷 및 잠옷 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46415.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",속옷 및 잠옷 도매업,도매 및 소매업,4/46/464/4641/46415," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 속옷 및 잠옷 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46416,가죽 및 모피제품 도매업,가죽 및 모피제품 도매업,가죽 및 모피제품 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46416.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",가죽 및 모피제품 도매업,도매 및 소매업,4/46/464/4641/46416," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 가죽 및 모피제품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46417,의복 액세서리 및 모조 장신구 도매업,의복 액세서리 및 모조 장신구 도매업,의복 액세서리 및 모조 장신구 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46417.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,도매 및 소매업,4/46/464/4641/46417," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 의복 액세서리 및 모조 장신구 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46419,기타 생활용 섬유 및 직물제품 도매업,기타 생활용 섬유 및 직물제품 도매업,기타 생활용 섬유 및 직물제품 도매업,subdetail,5,True,4641,4,46.0,464.0,4641.0,46419.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",기타 생활용 섬유 및 직물제품 도매업,도매 및 소매업,4/46/464/4641/46419," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업 / 기타 생활용 섬유 및 직물제품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46420,신발 도매업,신발 도매업,신발 도매업,subdetail,5,True,4642,4,46.0,464.0,4642.0,46420.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,신발 도매업,신발 도매업,도매 및 소매업,4/46/464/4642/46420, / 도매 및 상품 중개업 / 생활용품 도매업 / 신발 도매업 / 신발 도매업,RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46431,생활용 가구 도매업,생활용 가구 도매업,생활용 가구 도매업,subdetail,5,True,4643,4,46.0,464.0,4643.0,46431.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 가구 도매업,도매 및 소매업,4/46/464/4643/46431," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 가구, 조명기구 및 비전기식 생활용기기 도매업 / 생활용 가구 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46432,"전구, 램프 및 조명장치 도매업","전구, 램프 및 조명장치 도매업","전구, 램프 및 조명장치 도매업",subdetail,5,True,4643,4,46.0,464.0,4643.0,46432.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업","전구, 램프 및 조명장치 도매업",도매 및 소매업,4/46/464/4643/46432," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 가구, 조명기구 및 비전기식 생활용기기 도매업 / 전구, 램프 및 조명장치 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46433,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,subdetail,5,True,4643,4,46.0,464.0,4643.0,46433.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,도매 및 소매업,4/46/464/4643/46433," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 가구, 조명기구 및 비전기식 생활용기기 도매업 / 생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46439,기타 비전기식 생활용 기기 및 기구 도매업,기타 비전기식 생활용 기기 및 기구 도매업,기타 비전기식 생활용 기기 및 기구 도매업,subdetail,5,True,4643,4,46.0,464.0,4643.0,46439.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",기타 비전기식 생활용 기기 및 기구 도매업,도매 및 소매업,4/46/464/4643/46439," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 가구, 조명기구 및 비전기식 생활용기기 도매업 / 기타 비전기식 생활용 기기 및 기구 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46441,의약품 도매업,의약품 도매업,의약품 도매업,subdetail,5,True,4644,4,46.0,464.0,4644.0,46441.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",의약품 도매업,도매 및 소매업,4/46/464/4644/46441," / 도매 및 상품 중개업 / 생활용품 도매업 / 의약품, 의료용품 및 화장품 도매업 / 의약품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46442,의료용품 도매업,의료용품 도매업,의료용품 도매업,subdetail,5,True,4644,4,46.0,464.0,4644.0,46442.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",의료용품 도매업,도매 및 소매업,4/46/464/4644/46442," / 도매 및 상품 중개업 / 생활용품 도매업 / 의약품, 의료용품 및 화장품 도매업 / 의료용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46443,화장품 및 화장용품 도매업,화장품 및 화장용품 도매업,화장품 및 화장용품 도매업,subdetail,5,True,4644,4,46.0,464.0,4644.0,46443.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",화장품 및 화장용품 도매업,도매 및 소매업,4/46/464/4644/46443," / 도매 및 상품 중개업 / 생활용품 도매업 / 의약품, 의료용품 및 화장품 도매업 / 화장품 및 화장용품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46444,비누 및 세정제 도매업,비누 및 세정제 도매업,비누 및 세정제 도매업,subdetail,5,True,4644,4,46.0,464.0,4644.0,46444.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",비누 및 세정제 도매업,도매 및 소매업,4/46/464/4644/46444," / 도매 및 상품 중개업 / 생활용품 도매업 / 의약품, 의료용품 및 화장품 도매업 / 비누 및 세정제 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업","생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업","생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",subdetail,5,True,4645,4,46.0,464.0,4645.0,46451.0,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",도매 및 소매업,4/46/464/4645/46451," / 도매 및 상품 중개업 / 생활용품 도매업 / 생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업 / 생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",RETAIL_TRADE,도매·소매업,True,True,leaf_unit,False,,,,,,,,,,,,,,,
