code,name,name_official,name_clean,level,level_num,is_leaf,parent_code,major_code,middle_code,minor_code,detail_code,subdetail_code,major_name,middle_name,minor_name,detail_name,subdetail_name,major_name_filled,path_codes,path_names,kapp_industry_tag,industry_label_ko,diagnostic_unit,is_demo_target,context_level,excluded_flag,ncs_unit_code,ksco_code,keco_code,onet_soc_code,wage_survey_code,benchmark_group,benchmark_avg_K,benchmark_avg_A,benchmark_avg_P1,benchmark_avg_P2,benchmark_p10_total,key_skills,skill_industry_avg,career_path_mid,career_path_far
38240,"방사성 폐기물 수집, 운반 및 처리업","방사성 폐기물 수집, 운반 및 처리업","방사성 폐기물 수집, 운반 및 처리업",subdetail,5,True,3824,3,38.0,382.0,3824.0,38240.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,"방사성 폐기물 수집, 운반 및 처리업","방사성 폐기물 수집, 운반 및 처리업","수도, 하수 및 폐기물 처리, 원료 재생업",3/38/382/3824/38240," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 폐기물 처리업 / 방사성 폐기물 수집, 운반 및 처리업 / 방사성 폐기물 수집, 운반 및 처리업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38311,금속류 해체 및 선별업,금속류 해체 및 선별업,금속류 해체 및 선별업,subdetail,5,True,3831,3,38.0,383.0,3831.0,38311.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","금속류 해체, 선별 및 원료 재생업",금속류 해체 및 선별업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/383/3831/38311," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 해체, 선별 및 원료 재생업 / 금속류 해체, 선별 및 원료 재생업 / 금속류 해체 및 선별업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38312,금속류 원료 재생업,금속류 원료 재생업,금속류 원료 재생업,subdetail,5,True,3831,3,38.0,383.0,3831.0,38312.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","금속류 해체, 선별 및 원료 재생업",금속류 원료 재생업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/383/3831/38312," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 해체, 선별 및 원료 재생업 / 금속류 해체, 선별 및 원료 재생업 / 금속류 원료 재생업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38321,비금속류 해체 및 선별업,비금속류 해체 및 선별업,비금속류 해체 및 선별업,subdetail,5,True,3832,3,38.0,383.0,3832.0,38321.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","비금속류 해체, 선별 및 원료 재생업",비금속류 해체 및 선별업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/383/3832/38321," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 해체, 선별 및 원료 재생업 / 비금속류 해체, 선별 및 원료 재생업 / 비금속류 해체 및 선별업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
38322,비금속류 원료 재생업,비금속류 원료 재생업,비금속류 원료 재생업,subdetail,5,True,3832,3,38.0,383.0,3832.0,38322.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","비금속류 해체, 선별 및 원료 재생업",비금속류 원료 재생업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/38/383/3832/38322," / 폐기물 수집, 운반, 처리 및 원료 재생업 / 해체, 선별 및 원료 재생업 / 비금속류 해체, 선별 및 원료 재생업 / 비금속류 원료 재생업",ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
39001,토양 및 지하수 정화업,토양 및 지하수 정화업,토양 및 지하수 정화업,subdetail,5,True,3900,3,39.0,390.0,3900.0,39001.0,"수도, 하수 및 폐기물 처리, 원료 재생업",환경 정화 및 복원업,환경 정화 및 복원업,환경 정화 및 복원업,토양 및 지하수 정화업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/39/390/3900/39001, / 환경 정화 및 복원업 / 환경 정화 및 복원업 / 환경 정화 및 복원업 / 토양 및 지하수 정화업,ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
39009,기타 환경 정화 및 복원업,기타 환경 정화 및 복원업,기타 환경 정화 및 복원업,subdetail,5,True,3900,3,39.0,390.0,3900.0,39009.0,"수도, 하수 및 폐기물 처리, 원료 재생업",환경 정화 및 복원업,환경 정화 및 복원업,환경 정화 및 복원업,기타 환경 정화 및 복원업,"수도, 하수 및 폐기물 처리, 원료 재생업",3/39/390/3900/39009, / 환경 정화 및 복원업 / 환경 정화 및 복원업 / 환경 정화 및 복원업 / 기타 환경 정화 및 복원업,ENVIRONMENT,환경·폐기물 처리,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41111,단독 주택 건설업,단독 주택 건설업,단독 주택 건설업,subdetail,5,True,4111,4,41.0,411.0,4111.0,41111.0,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,단독 주택 건설업,건설업,4/41/411/4111/41111, / 종합 건설업 / 건물 건설업 / 주거용 건물 건설업 / 단독 주택 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41112,아파트 건설업,아파트 건설업,아파트 건설업,subdetail,5,True,4111,4,41.0,411.0,4111.0,41112.0,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,아파트 건설업,건설업,4/41/411/4111/41112, / 종합 건설업 / 건물 건설업 / 주거용 건물 건설업 / 아파트 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41119,기타 공동 주택 건설업,기타 공동 주택 건설업,기타 공동 주택 건설업,subdetail,5,True,4111,4,41.0,411.0,4111.0,41119.0,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,기타 공동 주택 건설업,건설업,4/41/411/4111/41119, / 종합 건설업 / 건물 건설업 / 주거용 건물 건설업 / 기타 공동 주택 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41121,사무ㆍ상업용 및 공공기관용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업,subdetail,5,True,4112,4,41.0,411.0,4112.0,41121.0,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업,건설업,4/41/411/4112/41121, / 종합 건설업 / 건물 건설업 / 비주거용 건물 건설업 / 사무ㆍ상업용 및 공공기관용 건물 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41122,제조업 및 유사 산업용 건물 건설업,제조업 및 유사 산업용 건물 건설업,제조업 및 유사 산업용 건물 건설업,subdetail,5,True,4112,4,41.0,411.0,4112.0,41122.0,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,제조업 및 유사 산업용 건물 건설업,건설업,4/41/411/4112/41122, / 종합 건설업 / 건물 건설업 / 비주거용 건물 건설업 / 제조업 및 유사 산업용 건물 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41129,기타 비주거용 건물 건설업,기타 비주거용 건물 건설업,기타 비주거용 건물 건설업,subdetail,5,True,4112,4,41.0,411.0,4112.0,41129.0,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,기타 비주거용 건물 건설업,건설업,4/41/411/4112/41129, / 종합 건설업 / 건물 건설업 / 비주거용 건물 건설업 / 기타 비주거용 건물 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41210,지반조성 건설업,지반조성 건설업,지반조성 건설업,subdetail,5,True,4121,4,41.0,412.0,4121.0,41210.0,건설업,종합 건설업,토목 건설업,지반조성 건설업,지반조성 건설업,건설업,4/41/412/4121/41210, / 종합 건설업 / 토목 건설업 / 지반조성 건설업 / 지반조성 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41221,도로 건설업,도로 건설업,도로 건설업,subdetail,5,True,4122,4,41.0,412.0,4122.0,41221.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,도로 건설업,건설업,4/41/412/4122/41221, / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 도로 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41222,"교량, 터널 및 철도 건설업","교량, 터널 및 철도 건설업","교량, 터널 및 철도 건설업",subdetail,5,True,4122,4,41.0,412.0,4122.0,41222.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,"교량, 터널 및 철도 건설업",건설업,4/41/412/4122/41222," / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 교량, 터널 및 철도 건설업",CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41223,"항만, 수로, 댐 및 유사 구조물 건설업","항만, 수로, 댐 및 유사 구조물 건설업","항만, 수로, 댐 및 유사 구조물 건설업",subdetail,5,True,4122,4,41.0,412.0,4122.0,41223.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,"항만, 수로, 댐 및 유사 구조물 건설업",건설업,4/41/412/4122/41223," / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 항만, 수로, 댐 및 유사 구조물 건설업",CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41224,환경설비 건설업,환경설비 건설업,환경설비 건설업,subdetail,5,True,4122,4,41.0,412.0,4122.0,41224.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,환경설비 건설업,건설업,4/41/412/4122/41224, / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 환경설비 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41225,산업생산시설 종합건설업,산업생산시설 종합건설업,산업생산시설 종합건설업,subdetail,5,True,4122,4,41.0,412.0,4122.0,41225.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,산업생산시설 종합건설업,건설업,4/41/412/4122/41225, / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 산업생산시설 종합건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41226,조경 건설업,조경 건설업,조경 건설업,subdetail,5,True,4122,4,41.0,412.0,4122.0,41226.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,조경 건설업,건설업,4/41/412/4122/41226, / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 조경 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
41229,기타 토목시설물 건설업,기타 토목시설물 건설업,기타 토목시설물 건설업,subdetail,5,True,4122,4,41.0,412.0,4122.0,41229.0,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,기타 토목시설물 건설업,건설업,4/41/412/4122/41229, / 종합 건설업 / 토목 건설업 / 토목 시설물 건설업 / 기타 토목시설물 건설업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42110,건물 및 구축물 해체 공사업,건물 및 구축물 해체 공사업,건물 및 구축물 해체 공사업,subdetail,5,True,4211,4,42.0,421.0,4211.0,42110.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,건물 및 구축물 해체 공사업,건물 및 구축물 해체 공사업,건설업,4/42/421/4211/42110, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 건물 및 구축물 해체 공사업 / 건물 및 구축물 해체 공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42121,토공사업,토공사업,토공사업,subdetail,5,True,4212,4,42.0,421.0,4212.0,42121.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,토공사업,건설업,4/42/421/4212/42121, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기반조성 관련 전문공사업 / 토공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42122,"보링, 그라우팅 및 관정 공사업","보링, 그라우팅 및 관정 공사업","보링, 그라우팅 및 관정 공사업",subdetail,5,True,4212,4,42.0,421.0,4212.0,42122.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,"보링, 그라우팅 및 관정 공사업",건설업,4/42/421/4212/42122," / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기반조성 관련 전문공사업 / 보링, 그라우팅 및 관정 공사업",CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42123,파일공사 및 축조관련 기초 공사업,파일공사 및 축조관련 기초 공사업,파일공사 및 축조관련 기초 공사업,subdetail,5,True,4212,4,42.0,421.0,4212.0,42123.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,파일공사 및 축조관련 기초 공사업,건설업,4/42/421/4212/42123, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기반조성 관련 전문공사업 / 파일공사 및 축조관련 기초 공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42129,기타 기반조성 관련 전문공사업,기타 기반조성 관련 전문공사업,기타 기반조성 관련 전문공사업,subdetail,5,True,4212,4,42.0,421.0,4212.0,42129.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,기타 기반조성 관련 전문공사업,건설업,4/42/421/4212/42129, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기반조성 관련 전문공사업 / 기타 기반조성 관련 전문공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42131,철골 및 관련 구조물 공사업,철골 및 관련 구조물 공사업,철골 및 관련 구조물 공사업,subdetail,5,True,4213,4,42.0,421.0,4213.0,42131.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,"철골, 철근 및 콘크리트 공사업",철골 및 관련 구조물 공사업,건설업,4/42/421/4213/42131," / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 철골, 철근 및 콘크리트 공사업 / 철골 및 관련 구조물 공사업",CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42132,콘크리트 및 철근 공사업,콘크리트 및 철근 공사업,콘크리트 및 철근 공사업,subdetail,5,True,4213,4,42.0,421.0,4213.0,42132.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,"철골, 철근 및 콘크리트 공사업",콘크리트 및 철근 공사업,건설업,4/42/421/4213/42132," / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 철골, 철근 및 콘크리트 공사업 / 콘크리트 및 철근 공사업",CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42191,조적 및 석공사업,조적 및 석공사업,조적 및 석공사업,subdetail,5,True,4219,4,42.0,421.0,4219.0,42191.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기타 시설물 축조 관련 전문 공사업,조적 및 석공사업,건설업,4/42/421/4219/42191, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기타 시설물 축조 관련 전문 공사업 / 조적 및 석공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42192,포장 공사업,포장 공사업,포장 공사업,subdetail,5,True,4219,4,42.0,421.0,4219.0,42192.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기타 시설물 축조 관련 전문 공사업,포장 공사업,건설업,4/42/421/4219/42192, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기타 시설물 축조 관련 전문 공사업 / 포장 공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
42193,철도궤도 전문공사업,철도궤도 전문공사업,철도궤도 전문공사업,subdetail,5,True,4219,4,42.0,421.0,4219.0,42193.0,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기타 시설물 축조 관련 전문 공사업,철도궤도 전문공사업,건설업,4/42/421/4219/42193, / 전문직별 공사업 / 기반조성 및 시설물 축조관련 전문공사업 / 기타 시설물 축조 관련 전문 공사업 / 철도궤도 전문공사업,CONSTRUCTION,건설·부동산,True,False,leaf_unit,False,,,,,,,,,,,,,,,
